id	name	shortname	label	method	project	donor	species	strain	age	ageunit	agetext	sex	numpooledanimals	plugdate	tissue	roi	neuronprop	targetnumcells	cellconc	datecaptured	sampleok	chemistry	transcriptome	comment	analysis	all_fc_analysis_id	editby	editat
476	10X110_7	BRC2073_Ventral_midbrain		rna-seq	Dev human	BRC2073	Hs		6.6	pcw	6.6w				Ventral midbrain		N/A	4000	1000	2018-06-01	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 13:47:13
477	10X110_8	BRC2073_Ventral_midbrain		rna-seq	Dev human	BRC2073	Hs		6.6	pcw	6.6w				Ventral midbrain		N/A	4000	1000	2018-06-01	N	v2	GRCh38-3.0.0		n/a		emelie	2019-05-31 13:47:30
478	10X111_1	XHU:0542:305_Forebrain		rna-seq	Dev human	XHU:0542:305	Hs		7.5	pcw	7.5w				Forebrain		N/A	4000	1000	2018-06-08	Y	v2	GRCh38-3.0.0		Ready (10X111_1_GRCh38-3_0_0)	1439	emelie	2019-11-13 10:57:48
479	10X111_2	XHU:0542:305_Forebrain		rna-seq	Dev human	XHU:0542:305	Hs		7.5	pcw	7.5w				Forebrain		N/A	4000	1000	2018-06-08	Y	v2	GRCh38-3.0.0		Ready (10X111_2_GRCh38-3_0_0)	1445	emelie	2019-11-13 10:58:24
480	10X112_1	XHU:0542:305_Forebrain		rna-seq	Dev human	XHU:0542:305	Hs		7.5	pcw	7.5w				Forebrain		N/A	4000		2018-06-08	Y	v2	GRCh38-3.0.0	Were loaded on separate chip, approx. 30-45 min after first chip, cells were still viable. 	Ready (10X112_1_GRCh38-3_0_0)	1525	emelie	2019-11-13 10:58:01
481	10X112_2	XHU:0542:305_Forebrain		rna-seq	Dev human	XHU:0542:305	Hs		7.5	pcw	7.5w				Forebrain		N/A	4000	1000	2018-06-08	Y	v2	GRCh38-3.0.0	Were loaded on separate chip, approx. 30-45 min after first chip, cells were still viable.	Ready (10X112_2_GRCh38-3_0_0)	1551	emelie	2019-11-13 10:58:35
485	10X114_1	XHU:1966:307_Cortex		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Cortex		N/A	8000	3000	2018-06-14	Y	v2	GRCh38-3.0.0	Cell concentration was mis-calculated. Twice as much cells loaded, forgot to account for Tryptan blue dilution.	Ready (10X114_1_GRCh38-3_0_0)	1616	emelie	2019-11-13 10:44:33
486	10X114_2	XHU:1966:307_Cortex		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Cortex		N/A	8000	3000	2018-06-14	Y	v2	GRCh38-3.0.0	Cell concentration was mis-calculated. Twice as much cells loaded, forgot to account for Tryptan blue dilution.	Ready (10X114_2_GRCh38-3_0_0)	1618	emelie	2019-11-13 10:44:42
487	10X114_3	XHU:1966:307_Forebrain		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Forebrain		N/A	8000	3200	2018-06-14	Y	v2	GRCh38-3.0.0	Cell concentration was mis-calculated. Twice as much cells loaded, forgot to account for Tryptan blue dilution.	Ready (10X114_3_GRCh38-3_0_0)	1620	emelie	2019-11-13 10:44:52
488	10X114_4	XHU:1966:307_Forebrain		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Forebrain		N/A	8000	3200	2018-06-14	Y	v2	GRCh38-3.0.0	Cell concentration was mis-calculated. Twice as much cells loaded, forgot to account for Tryptan blue dilution.	Ready (10X114_4_GRCh38-3_0_0)	1622	emelie	2019-07-08 13:35:04
489	10X114_5	XHU:1966:307_Mesencephalon		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Mesencephalon		N/A	8000	2600	2018-06-14	Y	v2	GRCh38-3.0.0	Cell concentration was mis-calculated. Twice as much cells loaded, forgot to account for Tryptan blue dilution.	Ready (10X114_5_GRCh38-3_0_0)	1623	emelie	2019-11-13 10:45:00
490	10X114_6	XHU:1966:307_Mesencephalon		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Mesencephalon		N/A	8000	2600	2018-06-14	Y	v2	GRCh38-3.0.0	Cell concentration was mis-calculated. Twice as much cells loaded, forgot to account for Tryptan blue dilution.	Ready (10X114_6_GRCh38-3_0_0)	1624	emelie	2019-07-08 13:35:47
491	10X114_7	XHU:1966:307_Mesencephalon		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Mesencephalon		N/A	8000	2600	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X114_7_GRCh38-3_0_0)	1625	emelie	2019-07-08 13:36:04
492	10X114_8	XHU:1966:307_Mesencephalon		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Mesencephalon		N/A	8000	2600	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X114_8_GRCh38-3_0_0)	1626	emelie	2019-07-08 13:36:17
493	10X115_1	XHU:1966:307_Cortex		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Cortex		N/A	4000	1000	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X115_1_GRCh38-3_0_0)	1627	emelie	2019-07-08 13:36:45
494	10X115_2	XHU:1966:307_Cortex		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Cortex		N/A	4000	1000	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X115_2_GRCh38-3_0_0)	1628	emelie	2019-07-08 14:16:44
495	10X115_3	XHU:1966:307_Cortex		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Cortex		N/A	4000	1000	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X115_3_GRCh38-3_0_0)	1629	emelie	2019-07-08 14:17:01
496	10X115_4	XHU:1966:307_Forebrain		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Forebrain		N/A	4000	1000	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X115_4_GRCh38-3_0_0)	1511	emelie	2019-07-08 14:17:19
497	10X115_5	XHU:1966:307_Forebrain		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Forebrain		N/A	4000	1000	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X115_5_GRCh38-3_0_0)	1467	emelie	2019-07-08 14:17:59
498	10X115_6	XHU:1966:307_Forebrain		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Forebrain		N/A	4000	1000	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X115_6_GRCh38-3_0_0)	1529	emelie	2019-07-08 14:18:18
499	10X115_7	XHU:1966:307_Mesencephalon		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Mesencephalon		N/A	4000	1000	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X115_7_GRCh38-3_0_0)	1554	emelie	2019-07-08 14:18:34
500	10X115_8	XHU:1966:307_Mesencephalon		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Mesencephalon		N/A	4000	1000	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X115_8_GRCh38-3_0_0)	1530	emelie	2019-07-08 14:34:56
501	10X116_1	XHU:1966:307_Medulla		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Medulla		N/A	4000	1600	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X116_1_GRCh38-3_0_0)	1637	emelie	2019-07-08 14:35:18
502	10X116_2	XHU:1966:307_Medulla		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Medulla		N/A	4000	1600	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X116_2_GRCh38-3_0_0)	1640	emelie	2019-07-08 14:35:34
503	10X116_3	XHU:1966:307_Medulla		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Medulla		N/A	4000	1600	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X116_3_GRCh38-3_0_0)	1641	emelie	2019-07-08 14:35:52
504	10X116_4	XHU:1966:307_Medulla		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Medulla		N/A	4000	1600	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X116_4_GRCh38-3_0_0)	1643	emelie	2019-07-08 14:36:08
505	10X116_5	XHU:1966:307_Pons/Cereb		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Pons/Cereb		N/A	4000	1600	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X116_5_GRCh38-3_0_0)	1644	emelie	2019-07-08 14:36:23
506	10X116_6	XHU:1966:307_Pons/Cereb		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Pons/Cereb		N/A	4000	1600	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X116_6_GRCh38-3_0_0)	1648	emelie	2019-07-08 14:36:38
507	10X116_7	XHU:1966:307_Pons/Cereb		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Pons/Cereb		N/A	4000	1600	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X116_7_GRCh38-3_0_0)	1654	emelie	2019-07-08 14:36:54
508	10X116_8	XHU:1966:307_Pons/Cereb		rna-seq	Dev human	XHU:1966:307	Hs		9.2	pcw	9.2w				Pons/Cereb		N/A	4000	1600	2018-06-14	Y	v2	GRCh38-3.0.0		Ready (10X116_8_GRCh38-3_0_0)	1594	emelie	2019-07-08 14:37:06
511	10X118_1	BRC2106A_Tel/diencephalon		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Tel/diencephalon		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X118_1_GRCh38-3_0_0)	1599	emelie	2019-05-31 15:26:50
512	10X118_2	BRC2106A_Tel/diencephalon		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Tel/diencephalon		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X118_2_GRCh38-3_0_0)	1600	emelie	2019-05-31 15:26:39
513	10X118_3	BRC2106A_Tel/diencephalon		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Tel/diencephalon		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X118_3_GRCh38-3_0_0)	1412	emelie	2019-05-31 15:27:04
514	10X118_4	BRC2106A_Tel/diencephalon		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Tel/diencephalon		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X118_4_GRCh38-3_0_0)	1409	emelie	2019-05-31 15:28:24
515	10X118_5	BRC2106A_Medulla		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Medulla		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion, had less GEMs volume, ca 70-80 ul. 	Ready (10X118_5_GRCh38-3_0_0)	1404	emelie	2019-05-31 15:28:14
516	10X118_6	BRC2106A_Medulla		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Medulla		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X118_6_GRCh38-3_0_0)	1427	emelie	2019-05-31 15:28:03
517	10X118_7	BRC2106A_Medulla		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Medulla		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X118_7_GRCh38-3_0_0)	1438	emelie	2019-05-31 15:28:44
518	10X118_8	BRC2106A_Medulla		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Medulla		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X118_8_GRCh38-3_0_0)	1436	emelie	2019-05-31 15:29:49
519	10X119_1	BRC2106A_Mesencephalon		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Mesencephalon		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X119_1_GRCh38-3_0_0)	1453	emelie	2019-05-31 15:30:13
520	10X119_2	BRC2106A_Mesencephalon		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Mesencephalon		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X119_2_GRCh38-3_0_0)	1450	emelie	2019-05-31 15:30:38
521	10X119_3	BRC2106A_Mesencephalon		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Mesencephalon		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion, had less GEMs volume, ca 70-80 ul.	Ready (10X119_3_GRCh38-3_0_0)	1431	emelie	2019-05-31 15:30:55
522	10X119_4	BRC2106A_Mesencephalon		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Mesencephalon		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion, had less GEMs volume, ca 70-80 ul.	Ready (10X119_4_GRCh38-3_0_0)	1449	emelie	2019-05-31 15:31:13
523	10X119_5	BRC2106A_Pons/Cereb		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Pons/Cereb		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X119_5_GRCh38-3_0_0)	1448	emelie	2019-05-31 15:31:32
524	10X119_6	BRC2106A_Pons/Cereb		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Pons/Cereb		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X119_6_GRCh38-3_0_0)	1481	emelie	2019-05-31 15:32:43
525	10X119_7	BRC2106A_Pons/Cereb		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Pons/Cereb		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion	Ready (10X119_7_GRCh38-3_0_0)	1496	emelie	2019-05-31 15:33:06
526	10X119_8	BRC2106A_Pons/Cereb		rna-seq	Dev human	BRC2106A	Hs		6.6	pcw	6.6w				Pons/Cereb		N/A	4000	1000	2018-07-26	Y	v2	GRCh38-3.0.0	Received approx. 24 hrs post abortion, had less GEMs volume, ca 70-80 ul.	Ready (10X119_8_GRCh38-3_0_0)	1491	emelie	2019-05-31 15:33:36
527	10X122_1	BRC2110_Diencephalon		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Diencephalon		N/A	4000	1000	2018-08-01	Y	v2	GRCh38-3.0.0	Cell conc. was 930, but loaded as 1000 cells/ul 	Ready (10X122_1_GRCh38-3_0_0)	1540	emelie	2019-05-31 15:36:58
528	10X122_2	BRC2110_Diencephalon		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Diencephalon		N/A	4000	1000	2018-08-01	Y	v2	GRCh38-3.0.0	Cell conc. was 930, but loaded as 1000 cells/ul 	Ready (10X122_2_GRCh38-3_0_0)	1568	emelie	2019-05-31 15:36:44
529	10X122_3	BRC2110_Diencephalon		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Diencephalon		N/A	4000	1000	2018-08-01	Y	v2	GRCh38-3.0.0	Cell conc. was 930, but loaded as 1000 cells/ul 	Ready (10X122_3_GRCh38-3_0_0)	1508	emelie	2019-05-31 15:37:14
530	10X122_4	BRC2110_Medulla		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Medulla		N/A	4000	1000	2018-08-01	N	v2	GRCh38-3.0.0	Cell conc. was 960, but loaded as 1000 cells/ul 	Ready (10X122_4_GRCh38-3_0_0)	1482	emelie	2019-05-31 15:39:21
531	10X122_5	BRC2110_Medulla		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Medulla		N/A	4000	1000	2018-08-01	Y	v2	GRCh38-3.0.0	Cell conc. was 960, but loaded as 1000 cells/ul 	Ready (10X122_5_GRCh38-3_0_0)	1476	emelie	2019-05-31 15:39:46
532	10X122_6	BRC2110_Medulla		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Medulla		N/A	4000	1000	2018-08-01	Y	v2	GRCh38-3.0.0	Cell conc. was 960, but loaded as 1000 cells/ul 	Ready (10X122_6_GRCh38-3_0_0)	1489	emelie	2019-05-31 15:40:15
533	10X122_7	BRC2110_Mesencephalon		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Mesencephalon		N/A	4000	1000	2018-08-01	Y	v2	GRCh38-3.0.0	Cell conc. was 970, but loaded as 1000 cells/ul 	Ready (10X122_7_GRCh38-3_0_0)	1562	emelie	2019-05-31 15:40:59
534	10X122_8	BRC2110_Mesencephalon		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Mesencephalon		N/A	4000	1000	2018-08-01	Y	v2	GRCh38-3.0.0	Cell conc. was 970, but loaded as 1000 cells/ul 	Ready (10X122_8_GRCh38-3_0_0)	1546	emelie	2019-05-31 15:41:24
535	10X123_1	BRC2110_Cerebellum		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Cerebellum		N/A	4000	1200	2018-08-01	Y	v2	GRCh38-3.0.0		Ready (10X123_1_GRCh38-3_0_0)	1536	emelie	2019-05-31 15:47:42
536	10X123_2	BRC2110_Cerebellum		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Cerebellum		N/A	4000	1200	2018-08-01	Y	v2	GRCh38-3.0.0		Ready (10X123_2_GRCh38-3_0_0)	1614	emelie	2019-05-31 15:48:00
537	10X123_3	BRC2110_Cerebellum		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Cerebellum		N/A	4000	1200	2018-08-01	Y	v2	GRCh38-3.0.0		Ready (10X123_3_GRCh38-3_0_0)	1630	emelie	2019-05-31 15:48:21
538	10X123_4	BRC2110_Pons		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Pons		N/A	4000	700	2018-08-01	Y	v2	GRCh38-3.0.0		Queueing	2109	emelie	2019-05-31 15:48:43
539	10X123_5	BRC2110_Pons		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Pons		N/A	4000	700	2018-08-01	Y	v2	GRCh38-3.0.0		Queueing	2110	emelie	2019-05-31 15:48:59
540	10X123_6	BRC2110_Pons		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Pons		N/A	4000	700	2018-08-01	Y	v2	GRCh38-3.0.0		Queueing	2111	emelie	2019-05-31 15:49:22
541	10X123_7	BRC2110_Striatum		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Striatum		N/A	4000	800	2018-08-01	Y	v2	GRCh38-3.0.0		Queueing	2112	emelie	2019-05-31 15:49:42
542	10X123_8	BRC2110_Striatum		rna-seq	Dev human	BRC2110	Hs		6.9	pcw	6.9w				Striatum		N/A	4000	800	2018-08-01	Y	v2	GRCh38-3.0.0		Queueing	2113	emelie	2019-05-31 15:50:25
556	10X124_1	BRC2114_Cerebellum		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Cerebellum		N/A	4000	800	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2114	emelie	2019-05-31 15:50:48
557	10X124_2	BRC2114_Cerebellum		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Cerebellum		N/A	4000	800	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2115	emelie	2019-05-31 15:51:03
558	10X124_3	BRC2114_Cortex		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Cortex		N/A	4000	800	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2116	emelie	2019-05-31 15:51:21
559	10X124_4	BRC2114_Cortex		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Cortex		N/A	4000	800	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2117	emelie	2019-05-31 15:51:39
560	10X124_5	BRC2114_Diencephalon		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Diencephalon		N/A	4000	1000	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2118	emelie	2019-05-31 15:51:57
561	10X124_6	BRC2114_Diencephalon		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Diencephalon		N/A	4000	1000	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2119	emelie	2019-05-31 15:52:13
562	10X124_7	BRC2114_Medulla		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Medulla		N/A	4000	600	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2120	emelie	2019-05-31 15:52:30
563	10X124_8	BRC2114_Medulla		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Medulla		N/A	4000	600	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2121	emelie	2019-05-31 15:52:48
564	10X125_1	BRC2114_Cerebellum		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Cerebellum		N/A	4000	800	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2122	emelie	2019-05-31 15:53:16
565	10X125_2	BRC2114_Cerebellum		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Cerebellum		N/A	4000	800	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2222	emelie	2019-05-31 15:53:33
566	10X125_3	BRC2114_Cortex		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Cortex		N/A	4000	800	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2124	emelie	2019-05-31 15:56:07
567	10X125_4	BRC2114_Cortex		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Cortex		N/A	4000	800	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2125	emelie	2019-05-31 15:56:30
568	10X125_5	BRC2114_Diencephalon		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Diencephalon		N/A	4000	1000	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2126	emelie	2019-05-31 15:56:48
569	10X125_6	BRC2114_Diencephalon		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Diencephalon		N/A	4000	1000	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2127	emelie	2019-05-31 15:57:30
570	10X126_1	BRC2114_Mesencephalon		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Mesencephalon		N/A	4000	900	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2128	emelie	2019-05-31 15:57:52
571	10X126_2	BRC2114_Mesencephalon		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Mesencephalon		N/A	4000	900	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2129	emelie	2019-05-31 15:58:15
572	10X126_3	BRC2114_Mesencephalon		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Mesencephalon		N/A	4000	900	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2130	emelie	2019-05-31 15:58:34
573	10X126_4	BRC2114_Mesencephalon		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Mesencephalon		N/A	4000	900	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2131	emelie	2019-05-31 15:59:02
574	10X126_5	BRC2114_Pons		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Pons		N/A	4000	1200	2018-09-07	N	v2	GRCh38-3.0.0		Ready (10X126_5_GRCh38-3_0_0)	1532	emelie	2019-05-31 16:01:05
575	10X126_6	BRC2114_Pons		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Pons		N/A	4000	1200	2018-09-07	N	v2	GRCh38-3.0.0		Ready (10X126_6_GRCh38-3_0_0)	1552	emelie	2019-05-31 16:01:22
576	10X126_7	BRC2114_Striatum		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Striatum		N/A	4000	900	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2132	emelie	2019-05-31 16:00:33
577	10X126_8	BRC2114_Striatum		rna-seq	Dev human	BRC2114	Hs		6.9	pcw	6.9w				Striatum		N/A	4000	900	2018-09-07	Y	v2	GRCh38-3.0.0		Queueing	2133	emelie	2019-05-31 16:00:49
578	10X127_1	XHU:3565:310_Heart		rna-seq	Dev human	XHU:3565:310	Hs		9.0	pcw	9w				Heart		N/A	4000	1400	2018-09-13	N/A	v2	GRCh38-3.0.0		Queueing	2134	lijuan	2018-10-19 14:10:07
594	10X132_1	XDD:3766:313_Forebrain		rna-seq	Dev human	XDD:3766:313	Hs		8.5	pcw	8.5w				Forebrain		N/A	4000	600	2018-10-02	Y	v2	GRCh38-3.0.0	Forebrain from one hemisphere. 	Queueing	2135	emelie	2019-11-13 10:39:47
595	10X132_2	XDD:3766:313_Forebrain		rna-seq	Dev human	XDD:3766:313	Hs		8.5	pcw	8.5w				Forebrain		N/A	4000	600	2018-10-02	Y	v2	GRCh38-3.0.0	Forebrain from one hemisphere.	Queueing	2136	emelie	2019-11-13 10:39:35
597	10X132_3	XDD:3766:313_Forebrain		rna-seq	Dev human	XDD:3766:313	Hs		8.5	pcw	8.5w				Forebrain		N/A	4000	600	2018-10-02	Y	v2	GRCh38-3.0.0	Forebrain from one hemisphere.	Queueing	2137	emelie	2019-11-13 10:39:20
599	10X132_4	XDD:3766:313_Forebrain		rna-seq	Dev human	XDD:3766:313	Hs		8.5	pcw	8.5w				Forebrain		N/A	4000	600	2018-10-02	Y	v2	GRCh38-3.0.0	Forebrain from one hemisphere.	Queueing	2138	emelie	2019-11-13 10:39:07
600	10X132_5	XDD:3766:313_Forebrain		rna-seq	Dev human	XDD:3766:313	Hs		8.5	pcw	8.5w				Forebrain		N/A	4000	600	2018-10-02	Y	v2	GRCh38-3.0.0	Forebrain from one hemisphere.	Queueing	2139	emelie	2019-11-13 10:38:56
601	10X132_6	XDD:3766:313_Forebrain		rna-seq	Dev human	XDD:3766:313	Hs		8.5	pcw	8.5w				Forebrain		N/A	4000	600	2018-10-02	Y	v2	GRCh38-3.0.0	Forebrain from one hemisphere.	Queueing	2140	emelie	2019-11-13 10:38:44
602	10X132_7	XDD:3766:313_Forebrain		rna-seq	Dev human	XDD:3766:313	Hs		8.5	pcw	8.5w				Forebrain		N/A	4000	600	2018-10-02	Y	v2	GRCh38-3.0.0	Forebrain from one hemisphere.	Queueing	2141	emelie	2019-11-13 10:38:34
603	10X132_8	XDD:3766:313_Forebrain		rna-seq	Dev human	XDD:3766:313	Hs		8.5	pcw	8.5w				Forebrain		N/A	4000	600	2018-10-02	Y	v2	GRCh38-3.0.0	Forebrain from one hemisphere.	Queueing	2142	emelie	2019-11-13 10:38:24
630	10X140_1	XDD:0600:318_Lung		rna-seq	Dev human	XDD:0600:318	Hs		8.5	pcw	8.5w				Lung		N/A	5000	1000	2018-11-09	Y	v2	GRCh38-3.0.0	Right lung	Queueing	2093	emelie	2019-05-31 16:05:23
631	10X141_1	XDD:0600:318_Spinal_cord_cervical		rna-seq	Dev human	XDD:0600:318	Hs		8.5	pcw	8.5w				Spinal cord cervical		N/A	4000		2018-11-09	N	v2	GRCh38-3.0.0		Ready (10X141_1_1)	1735	emelie	2019-05-31 16:07:45
